305,512,4.0
286,175,4.5
279,1428,3.5
201,203,3.5
181,930,1.0
213,133,4.5
222,379,2.5
268,583,2.5
72,568,4.0
85,228,3.5
83,281,3.5
92,831,2.0
7,543,4.5
87,401,3.0
1,155,3.0
234,632,3.5
222,53,2.5
7,554,3.0
82,56,3.5
56,91,3.5
82,477,3.0
7,472,3.0
256,761,3.5
279,741,3.5
308,1286,4.0
16,8,5.0
21,164,2.5
279,982,2.5
303,68,2.5
94,216,4.0
1,117,3.5
224,583,2.5
303,397,2.0
239,513,5.0
6,69,3.5
85,642,3.5
13,418,3.0
201,518,3.0
13,858,1.0
222,87,3.5
279,725,2.5
85,433,3.5
239,234,4.0
13,72,2.5
194,77,2.5
59,485,4.0
62,182,4.0
90,12,4.5
130,1248,3.5
130,105,3.0
269,252,2.5
286,73,3.5
7,623,3.0
56,222,4.0
239,9,4.5
94,860,2.0
301,523,4.0
244,172,5.0
275,1091,2.5
244,790,3.0
271,65,3.5
234,241,3.0
293,137,3.5
201,432,3.5
13,181,4.0
207,68,3.5
276,324,3.0
72,234,4.0
83,385,4.0
181,619,1.5
109,402,3.5
207,107,3.0
62,86,3.5
291,418,3.5
293,380,2.5
207,58,3.5
194,187,4.0
109,97,4.0
181,334,1.5
308,59,4.0
297,234,3.5
87,585,3.0
250,204,4.0
291,376,3.0
7,644,4.0
276,419,4.0
83,210,4.0
62,302,4.0
268,298,3.5
207,554,2.5
286,44,3.5
279,168,4.0
276,474,4.5
62,59,4.0
254,219,2.5
83,97,4.0
16,178,5.0
297,233,3.0
90,945,4.5
85,25,3.5
42,98,5.0
303,393,3.5
94,792,4.0
184,98,4.0
293,708,3.0
200,892,3.0
201,148,2.5
7,662,4.0
72,196,4.0
256,472,3.5
128,182,4.0
7,171,4.0
286,85,3.0
308,516,4.0
82,756,2.5
308,436,3.5
59,235,3.0
145,756,2.5
21,324,2.5
207,65,3.0
181,14,2.0
297,25,3.5
276,78,2.5
299,847,3.5
293,325,2.0
301,138,3.0
1,47,3.5
291,1016,3.5
7,451,3.5
6,517,4.0
184,602,4.0
194,212,3.0
95,68,3.5
6,23,4.5
130,569,3.0
21,948,1.5
181,1332,1.0
222,22,4.5
13,147,2.5
44,258,4.0
303,418,3.5
16,89,5.0
125,318,4.5
268,386,2.0
291,15,4.0
234,147,3.0
239,96,4.5
94,155,3.0
82,194,4.0
145,355,3.0
178,199,4.5
10,488,5.0
308,174,4.0
246,721,3.0
234,98,4.5
194,239,3.0
94,24,3.5
99,403,3.5
83,43,3.0
130,307,4.0
256,487,4.5
59,177,4.5
244,53,3.5
250,196,4.0
43,40,3.0
42,953,3.5
222,106,2.5
303,1098,3.5
56,869,3.0
44,15,3.5
94,174,4.0
130,949,4.0
303,779,2.5
194,191,3.5
56,447,3.5
262,223,4.0
181,1334,1.0
92,747,3.0
244,154,4.0
254,230,3.0
230,138,3.0
16,209,4.5
151,835,4.5
181,1327,1.0
145,1248,3.0
200,588,4.5
297,432,3.5
151,12,4.5
305,483,4.5
44,240,3.0
214,213,4.5
104,287,2.5
1,222,4.0
230,419,4.0
56,450,2.5
94,651,4.0
268,790,2.5
276,1081,2.5
83,929,2.5
268,580,3.0
222,1041,3.0
279,89,3.5
5,424,1.0
13,868,3.0
87,210,4.5
10,285,5.0
234,228,3.0
299,1047,3.0
5,1,3.5
276,357,5.0
62,433,3.5
239,475,4.5
293,166,3.5
130,234,4.5
264,70,4.0
279,1162,1.0
223,908,1.5
99,246,4.0
239,430,5.0
160,160,4.0
303,1160,3.5
44,507,4.0
299,240,2.5
305,79,3.0
18,729,4.0
82,343,2.5
109,1012,3.5
207,25,3.0
92,1209,2.0
109,1,4.0
303,693,4.0
194,160,3.0
92,241,3.0
244,662,3.5
85,282,3.5
295,72,4.0
279,96,3.5
1,253,3.0
18,182,4.0
276,568,3.5
87,177,4.0
213,13,4.0
125,134,4.0
128,739,3.5
291,428,4.0
207,1350,1.0
271,56,4.0
5,363,2.5
151,919,4.5
201,209,3.0
99,274,3.5
59,77,3.5
184,277,3.5
222,88,3.5
59,418,3.5
104,300,2.5
298,1346,3.5
7,674,3.5
268,1041,2.5
303,411,3.0
234,648,3.5
308,215,3.5
234,1397,3.0
246,239,3.0
85,187,4.0
239,81,4.5
59,54,4.0
256,220,4.0
216,196,4.0
13,195,3.5
144,153,4.0
94,471,4.0
13,807,2.5
125,657,4.0
1,113,3.5
85,13,3.5
303,426,2.5
6,492,4.0
279,746,4.0
303,1109,3.5
184,191,4.0
13,121,3.0
43,5,3.5
58,214,3.5
62,288,2.0
280,127,5.0
11,723,3.0
94,218,3.5
311,566,4.0
85,604,4.0
184,514,4.0
151,929,3.0
90,690,4.0
11,38,3.0
104,1016,2.5
276,845,3.5
70,82,3.5
5,98,3.5
308,95,4.0
92,540,2.5
293,412,2.0
200,478,4.5
56,184,3.5
295,172,4.5
63,1007,3.5
295,235,3.5
104,1010,2.5
269,1165,1.5
160,430,4.5
224,678,2.5
145,764,2.5
184,86,4.0
222,148,3.0
72,28,4.0
271,187,4.5
94,211,4.5
246,425,3.0
95,1,4.0
151,58,4.0
184,660,4.0
311,386,2.5
158,510,4.5
72,427,4.5
94,1048,3.5
200,291,4.0
279,144,3.5
145,22,4.5
193,627,3.0
214,302,4.5
151,485,4.5
234,571,2.5
109,258,3.0
222,552,2.0
303,145,2.0
151,372,4.0
290,568,3.5
64,160,3.5
18,113,4.0
83,82,4.0
90,499,4.5
234,1186,2.5
87,196,4.5
70,210,4.0
222,1057,2.0
92,176,4.0
184,207,4.0
92,180,4.0
43,204,4.0
222,1042,2.5
197,300,3.5
92,790,2.5
294,282,3.5
201,747,3.0
201,215,3.0
193,410,3.0
271,705,4.0
214,693,4.0
90,187,4.5
6,478,4.0
207,1046,3.0
144,182,4.0
85,83,4.0
102,625,2.5
158,770,3.5
297,588,3.5
90,507,4.5
271,482,4.0
130,901,2.5
178,276,3.5
90,245,3.5
311,143,4.0
201,51,3.0
194,647,3.5
59,387,4.0
1,227,3.5
60,1021,4.5
197,55,3.5
38,679,3.5
279,227,3.5
25,25,4.0
299,588,4.0
194,478,3.5
234,582,3.5
279,1048,3.0
87,9,3.5
279,1151,2.0
49,47,3.5
296,855,4.5
44,95,4.0
92,216,3.5
262,386,2.5
7,676,3.5
269,13,3.0
82,455,3.0
279,254,2.0
42,685,4.0
145,1245,3.5
184,161,3.5
49,625,2.0
313,99,4.0
308,848,4.0
145,448,3.5
130,542,3.0
130,806,4.0
49,581,2.5
130,316,4.5
104,293,3.0
201,1229,1.0
119,718,4.0
303,94,3.0
99,50,4.5
92,709,3.5
94,820,3.0
59,1107,3.5
262,821,2.5
6,508,3.5
311,716,3.5
268,364,2.5
262,553,3.0
214,275,4.5
16,56,5.0
262,293,3.5
293,132,4.0
62,132,3.5
94,346,4.0
102,161,2.5
83,301,3.0
291,7,4.0
291,70,3.5
56,172,4.5
109,588,3.5
110,1246,1.0
59,429,4.0
246,1218,3.0
92,115,3.5
308,741,3.5
301,660,3.5
214,1129,4.0
158,241,4.0
269,674,2.5
308,493,4.5
224,191,3.5
201,509,3.0
85,298,3.5
184,36,2.0
305,11,3.5
144,508,3.5
194,205,3.5
276,273,4.5
198,7,3.5
189,197,4.5
5,102,2.5
268,1249,2.5
276,773,3.5
7,401,3.5
128,482,4.0
104,7,3.0
293,39,3.0
256,25,3.5
90,821,3.5
275,69,3.5
22,510,3.5
312,494,5.0
207,192,3.5
264,504,4.5
42,176,4.0
145,472,2.5
189,634,4.0
262,121,2.5
239,58,4.0
312,921,5.0
92,15,3.5
311,419,4.0
102,448,2.5
95,527,4.0
189,751,4.0
201,919,3.5
1,17,3.5
214,42,4.0
7,81,4.0
234,132,4.0
59,148,3.5
6,469,4.0
82,14,3.5
109,627,3.5
305,50,4.5
195,154,3.5
223,8,3.5
92,81,3.0
201,69,3.5
94,58,4.0
244,148,3.0
313,200,4.0
116,1216,2.5
303,433,4.0
117,151,4.0
151,317,4.0
64,176,4.0
90,553,4.0
116,271,2.5
291,1139,2.5
62,111,3.0
303,120,2.0
49,547,2.5
307,1022,3.5
303,176,5.0
286,154,3.5
291,501,3.5
254,379,2.5
276,157,4.0
7,576,3.0
250,404,4.0
234,808,2.5
87,1079,2.5
25,258,4.5
18,496,4.0
193,790,2.5
263,510,4.5
207,716,3.0
250,338,2.5
262,568,3.5
95,172,4.5
94,470,3.5
59,583,3.5
303,1286,3.5
271,714,3.0
269,235,2.0
223,977,2.5
210,357,5.0
99,354,3.5
308,163,4.0
224,873,2.5
298,252,3.5
44,208,4.0
269,9,3.5
42,195,4.5
293,79,3.0
246,68,3.0
92,665,2.5
249,88,4.0
60,525,4.5
271,750,4.0
92,731,3.0
254,188,3.0
311,203,4.0
263,197,4.5
201,660,3.0
279,79,4.0
62,114,4.0
72,530,4.0
49,7,3.5
263,117,4.0
249,708,4.0
262,754,3.0
207,1436,1.5
256,771,3.0
311,849,3.0
313,745,4.0
311,83,4.0
59,550,4.5
201,206,3.0
58,100,4.0
249,723,3.5
286,1316,2.0
11,725,2.5
7,228,4.5
160,56,4.5
11,110,2.5
87,2,4.0
293,605,3.0
291,732,3.5
254,575,2.0
49,334,2.5
161,162,2.5
268,1,3.5
59,215,3.5
151,1298,4.0
299,235,3.0
297,182,3.5
23,172,3.5
262,47,3.0
7,151,2.5
178,678,3.0
94,168,5.0
264,33,4.0
239,529,5.0
90,657,5.0
144,106,3.0
224,20,3.0
85,501,3.5
301,202,4.0
145,743,1.5
294,127,4.5
130,206,4.0
286,231,3.0
200,24,4.0
5,211,3.5
160,117,4.0
6,357,4.5
158,72,3.5
297,736,4.0
250,244,3.5
58,268,4.0
23,1006,3.0
301,1228,2.5
307,265,4.0
223,411,2.5
213,294,3.5
286,34,2.5
21,103,1.0
130,731,3.5
1,90,3.0
189,1005,4.0
49,38,2.0
311,5,3.5
128,228,3.0
151,89,4.5
95,1229,1.5
213,609,4.5
308,863,4.0
269,47,3.0
198,100,3.5
297,307,3.5
305,189,4.0
197,229,3.0
194,4,3.5
177,56,4.0
57,28,4.0
239,187,5.0
268,94,2.5
201,1010,3.0
270,97,4.5
230,202,3.5
5,382,3.0
16,155,4.0
178,282,4.5
270,736,4.5
269,658,2.5
293,496,4.5
269,793,3.5
21,98,3.5
151,387,4.0
230,378,4.5
201,403,3.5
95,1206,2.5
270,370,3.5
256,716,3.5
312,121,4.5
151,1006,3.5
62,258,3.5
189,1115,4.0
99,742,3.5
291,1028,3.5
293,748,2.5
83,338,2.5
262,179,3.5
223,596,3.0
293,779,2.0
101,281,2.5
267,980,3.5
201,1245,3.0
271,111,3.5
18,387,4.0
207,4,3.0
313,96,3.5
21,299,2.0
215,144,4.0
279,1376,1.5
234,1015,2.5
296,248,4.0
270,83,4.5
210,161,4.0
201,79,3.5
5,376,2.0
184,181,4.0
104,411,2.0
275,449,3.0
185,269,4.5
216,69,4.0
21,457,1.0
16,471,4.5
291,250,4.0
291,471,4.0
297,218,3.5
308,559,3.5
87,211,4.0
21,596,3.0
59,710,4.0
178,209,4.0
299,615,4.0
10,504,4.5
110,682,3.0
109,101,3.0
267,386,3.0
207,87,3.5
60,222,4.0
244,409,3.5
90,906,4.0
234,20,3.0
216,697,4.0
294,1199,3.0
230,142,3.5
299,641,4.5
275,501,3.0
44,250,3.5
291,214,4.0
11,741,3.5
59,286,5.0
174,395,2.5
194,234,3.5
57,204,4.0
314,417,3.0
184,155,3.5
194,792,3.0
186,983,2.0
286,721,3.5
280,781,3.0
64,684,3.5
198,135,4.0
299,971,3.5
254,1116,3.5
239,10,4.5
130,267,3.5
90,662,4.0
63,20,3.0
298,152,4.0
104,327,2.5
42,185,4.0
291,578,3.5
305,187,4.0
184,71,3.5
158,1011,3.5
174,237,4.0
158,190,4.5
101,252,2.5
63,1028,2.5
275,520,3.5
275,173,3.5
62,1073,3.5
230,234,4.0
109,975,3.5
83,118,3.5
130,245,3.5
64,778,3.5
244,89,4.5
295,704,3.5
293,288,3.0
125,997,2.0
269,285,4.5
244,380,3.0
271,220,3.0
224,332,3.0
57,1047,3.0
145,591,3.5
85,277,3.5
116,7,3.5
145,260,2.5
160,187,5.0
177,299,3.0
82,231,2.0
223,969,3.5
26,25,3.0
297,1016,3.5
244,167,3.0
15,678,2.0
286,709,4.0
82,411,2.5
99,181,4.0
56,196,4.0
293,346,3.5
90,425,4.5
82,919,3.5
43,151,4.0
10,289,3.5
197,515,4.0
57,756,3.0
246,82,3.5
62,24,3.5
268,63,2.0
18,863,4.5
271,410,3.5
307,509,4.0
54,298,4.0
295,47,4.0
194,237,3.0
194,82,3.5
311,385,4.0
287,257,4.0
290,82,4.0
262,96,3.0
290,393,3.5
145,393,3.5
305,61,4.0
269,156,3.5
296,258,4.5
18,965,4.0
72,528,4.5
224,949,3.0
125,239,3.5
244,652,4.0
59,604,4.5
42,69,4.5
10,340,4.0
60,604,4.5
125,152,4.0
63,50,4.0
311,172,5.0
189,203,4.5
59,470,4.5
313,148,3.0
6,143,4.0
305,960,3.0
186,281,3.0
6,275,4.0
269,82,3.0
5,62,2.5
5,231,2.0
286,258,4.0
104,249,2.5
295,73,4.5
184,100,4.0
262,786,2.5
1,64,4.5
312,641,5.0
207,810,2.5
262,509,3.5
239,478,5.0
296,242,4.5
291,571,2.5
294,676,3.5
195,265,3.5
121,509,4.0
49,17,2.5
280,472,3.0
221,780,3.5
180,431,3.5
311,1222,3.0
44,120,2.5
59,588,4.5
256,939,4.0
83,139,3.0
280,128,3.5
43,52,4.0
18,494,4.5
275,258,3.5
174,160,3.5
268,470,3.0
188,769,2.5
158,85,3.0
256,765,3.0
221,69,3.5
99,182,4.5
254,624,3.0
270,53,4.0
254,418,3.5
56,235,3.5
11,190,4.0
117,829,3.0
268,52,3.5
6,294,2.5
210,380,4.0
151,969,4.5
42,684,4.0
62,365,3.0
207,121,3.0
59,70,4.5
26,455,2.5
270,466,4.0
97,484,5.0
11,660,4.0
5,377,1.5
56,797,3.0
305,923,4.0
213,12,5.0
268,684,3.5
269,729,3.0
308,298,4.0
207,864,3.0
305,529,4.0
223,318,4.0
22,79,4.0
292,328,3.5
249,11,4.5
269,616,3.5
197,294,3.0
42,603,5.0
26,1016,3.0
193,435,3.5
299,186,4.0
217,22,3.5
63,222,3.0
178,73,3.5
299,516,4.0
10,505,4.5
62,464,3.0
56,69,4.0
308,378,3.5
15,932,2.0
244,155,3.5
15,127,4.0
110,1179,1.5
197,518,3.5
314,692,4.0
151,402,3.5
268,264,2.5
224,215,3.5
292,195,4.5
16,191,5.0
99,597,3.5
66,249,3.0
280,204,4.0
301,174,4.0
99,410,3.5
221,1250,1.0
97,98,5.0
313,673,3.5
58,109,4.0
270,781,4.0
189,1,4.0
294,222,3.5
293,629,3.0
87,775,3.5
314,1289,2.5
296,48,4.5
151,186,4.0
57,926,3.0
280,544,3.0
109,797,3.0
174,471,3.5
130,931,3.0
151,15,4.5
224,658,3.0
25,615,4.5
11,517,4.0
298,91,4.0
314,1518,3.0
256,413,3.0
246,8,3.0
272,127,5.0
104,269,3.0
97,50,4.5
23,170,4.0
244,7,4.0
95,416,3.5
82,596,3.0
28,173,4.5
298,8,4.5
151,210,4.5
77,238,4.0
200,241,4.0
193,332,3.0
38,139,3.0
291,226,3.5
313,191,4.5
207,531,3.5
214,151,4.0
44,123,3.5
18,154,4.0
297,628,3.5
308,581,3.5
62,138,2.5
293,1161,2.5
280,554,3.0
287,249,3.5
117,50,4.5
178,106,3.5
256,1057,2.5
221,204,3.5
262,11,3.5
186,385,4.0
198,179,4.0
99,168,4.0
72,226,3.5
109,31,3.5
224,528,3.5
295,483,5.0
43,64,4.5
308,435,4.0
42,1041,3.5
164,299,3.0
125,1180,2.5
70,50,4.5
177,960,3.5
62,401,2.5
130,366,4.0
312,228,4.5
158,414,4.0
210,58,4.0
43,66,4.0
151,490,4.5
293,665,2.5
293,36,1.5
102,405,2.0
21,839,1.5
194,663,3.5
38,432,4.0
311,180,4.0
198,214,3.0
82,661,4.0
267,238,4.5
291,466,3.5
151,692,4.0
60,47,4.0
97,115,4.5
314,1218,3.5
5,407,2.0
15,685,2.5
99,204,4.0
224,149,2.5
58,284,3.5
83,640,3.0
287,11,4.5
305,186,3.5
49,49,2.5
6,221,4.0
85,647,4.0
128,736,4.0
271,630,3.5
249,124,4.5
280,693,3.5
207,827,2.5
60,616,4.0
21,184,2.5
286,628,4.0
145,183,3.5
311,28,4.0
25,228,4.5
246,406,2.0
286,133,3.5
144,685,3.5
5,24,3.0
85,272,4.0
286,7,5.0
64,93,4.0
151,429,4.0
287,56,5.0
125,615,4.0
84,528,4.5
318,50,4.5
213,471,4.5
178,234,4.0
128,418,3.5
195,496,4.0
54,268,4.0
305,347,3.5
14,474,5.0
18,58,4.0
263,921,4.5
11,746,4.0
298,842,3.5
56,215,4.0
38,465,4.0
214,652,4.5
102,300,2.5
307,100,4.5
21,590,1.0
311,68,4.0
95,1230,2.0
145,13,3.0
145,1,3.5
109,100,4.0
82,73,3.0
267,423,4.0
269,106,2.5
99,895,3.5
235,1149,4.5
200,665,3.5
312,188,4.5
145,50,4.0
213,48,5.0
244,216,4.0
85,175,4.0
151,162,4.0
193,554,2.5
49,741,2.5
291,54,3.5
271,514,4.0
301,606,4.0
253,50,5.0
102,732,3.0
311,662,4.0
246,816,1.5
280,38,3.0
43,1057,2.5
311,661,4.5
145,299,3.0
297,286,4.0
295,151,4.0
70,584,3.5
145,460,3.0
275,176,3.5
235,419,4.0
83,413,2.5
246,728,2.5
43,284,3.5
207,203,3.5
286,689,3.5
69,12,4.5
85,133,4.0
311,366,3.5
42,121,4.0
313,71,4.0
224,43,2.5
44,230,3.5
311,505,4.5
193,827,2.5
85,98,4.0
42,606,4.5
25,729,4.0
119,213,4.5
116,185,3.5
43,631,3.5
195,387,3.0
95,174,4.5
130,332,4.0
44,530,4.0
292,86,4.5
207,787,3.0
239,204,4.0
178,148,3.5
138,121,4.0
292,276,4.5
271,11,4.0
69,175,4.0
42,456,2.5
311,568,4.0
288,196,4.0
57,831,2.5
271,211,4.0
16,144,4.5
299,238,4.0
128,140,3.5
307,173,5.0
22,791,2.5
291,159,3.5
10,489,5.0
95,128,3.5
10,657,5.0
256,692,4.0
85,629,3.5
271,1266,3.0
318,476,3.5
307,258,4.5
28,7,4.0
236,729,3.5
38,672,3.0
184,729,3.5
311,403,3.5
116,301,3.0
221,508,3.5
95,636,3.0
44,56,4.0
305,203,3.5
130,161,4.5
178,218,3.5
128,79,4.0
307,1411,2.5
195,186,3.5
189,91,4.0
95,143,4.0
73,588,4.0
256,819,3.0
291,366,3.0
116,262,3.0
178,255,3.5
290,222,3.5
177,79,4.0
65,202,4.0
125,796,3.0
77,168,4.5
58,960,3.5
117,405,3.5
248,127,4.0
5,423,2.5
254,286,3.5
213,690,4.0
99,508,3.5
275,523,3.5
28,380,3.5
144,31,4.0
198,651,4.0
221,268,4.0
267,739,3.5
301,496,4.0
318,64,4.5
298,477,4.0
290,476,2.5
16,942,4.0
130,815,4.0
178,125,4.0
42,506,4.0
138,151,4.5
197,849,2.5
215,157,4.0
189,30,4.5
233,806,4.5
198,24,3.0
70,417,3.0
305,15,3.5
57,409,3.5
125,173,4.5
128,143,3.5
65,56,4.5
236,506,3.5
262,77,3.0
144,91,3.5
63,841,2.5
197,176,3.5
277,273,3.5
38,838,3.0
99,546,3.5
26,15,3.5
109,154,3.5
121,405,3.0
297,198,4.0
287,92,4.0
62,443,3.5
106,703,3.5
230,210,4.0
246,184,3.0
22,511,4.0
161,174,3.0
109,89,4.5
305,87,4.0
195,181,3.5
77,125,3.5
85,58,3.5
186,588,4.0
256,280,3.5
84,529,4.0
102,432,2.5
267,114,5.0
1,92,3.5
16,504,4.5
60,1020,4.5
158,1,4.0
87,1000,3.5
1,228,4.5
42,143,4.5
43,26,3.5
299,1322,2.0
307,71,4.0
296,286,4.0
217,82,3.0
314,9,3.5
64,527,4.0
249,79,4.5
21,298,3.0
215,151,4.0
305,238,3.5
102,118,2.0
189,120,2.5
188,474,4.5
56,585,2.5
56,230,3.5
49,148,2.0
307,431,4.0
144,313,4.5
23,404,4.0
144,961,4.0
160,3,3.5
22,227,3.5
18,647,4.5
312,480,5.0
256,29,3.0
158,568,3.5
25,478,4.5
195,407,2.0
145,1001,2.0
271,624,3.5
313,65,3.5
6,532,3.5
22,433,3.5
200,402,4.0
271,22,4.0
315,431,4.0
178,121,4.0
210,502,4.0
318,648,4.5
75,121,3.0
44,174,4.5
217,195,3.0
224,708,3.0
246,121,2.0
301,172,4.5
244,31,3.0
95,395,2.5
198,640,3.0
256,802,3.0
305,209,3.5
83,364,2.5
224,1208,2.5
295,67,3.5
116,248,3.0
318,508,4.0
263,333,4.0
145,172,4.0
188,191,4.5
119,313,5.0
270,306,4.5
262,91,3.5
250,260,2.5
6,211,4.0
85,517,4.0
42,746,4.0
102,1025,2.0
174,396,3.0
125,150,3.5
235,511,4.5
1,266,2.5
295,727,4.0
56,194,4.0
83,1035,3.0
106,828,3.0
270,327,4.0
115,228,4.0
16,92,4.5
271,121,3.0
320,1157,3.0
189,462,4.0
313,31,4.0
49,238,4.0
60,79,4.5
1,121,3.0
150,246,4.0
193,368,1.5
253,183,4.5
112,748,3.5
271,823,2.5
294,288,4.0
26,257,3.0
26,7,3.5
221,468,3.5
318,204,4.0
87,996,3.0
230,238,4.0
121,86,4.0
198,180,4.0
292,653,4.5
102,264,2.0
1,114,4.5
180,79,4.5
255,879,2.5
250,2,3.5
119,716,3.5
101,282,3.5
177,919,4.0
1,132,4.0
144,778,3.5
1,74,4.0
232,705,4.5
49,758,1.0
102,313,3.5
22,173,4.5
145,315,4.0
119,1101,4.0
1,134,4.5
6,180,4.0
188,88,3.5
299,921,4.0
253,203,4.5
215,194,4.5
6,477,3.5
307,1110,3.0
95,483,4.5
174,699,4.0
87,1183,2.5
270,230,3.5
296,272,5.0
125,483,4.5
296,510,4.5
150,13,3.5
301,610,3.5
271,8,4.0
87,303,4.0
110,301,3.0
288,742,3.5
239,605,4.0
109,5,3.5
16,168,5.0
14,357,5.0
22,687,2.0
312,1299,3.5
195,887,3.0
271,50,5.0
144,66,3.5
195,14,3.5
18,199,4.0
174,41,3.0
109,159,3.0
233,357,5.0
264,475,4.5
275,1066,2.5
56,68,3.5
58,1100,3.0
49,473,2.5
203,336,2.5
109,195,4.5
186,406,2.0
280,1028,3.5
60,699,4.0
178,131,3.5
297,216,3.5
87,386,3.5
198,1169,4.0
119,54,3.5
297,20,3.5
1,98,4.0
64,187,4.0
119,1262,4.5
75,1017,3.0
307,21,3.0
37,685,3.0
82,15,3.5
174,1014,3.5
210,135,4.5
262,258,3.5
320,68,4.0
85,660,3.5
82,208,3.5
23,213,4.0
64,515,4.0
63,237,3.0
297,202,3.5
82,216,3.5
280,145,2.5
200,227,4.0
290,21,2.5
43,820,3.0
95,573,3.0
178,926,3.0
81,476,3.0
87,135,4.5
315,8,4.5
106,435,4.0
87,157,4.0
87,163,4.0
232,8,4.5
254,380,3.0
232,1,4.5
315,98,5.0
43,553,3.5
305,679,3.0
44,665,3.0
82,504,3.5
38,216,4.5
235,1464,2.0
43,114,4.5
223,322,3.0
158,271,3.0
314,90,3.5
313,245,3.0
102,576,2.0
38,508,4.0
280,975,3.0
10,463,4.5
69,258,4.0
210,96,4.5
213,144,4.5
254,50,4.5
58,272,4.5
246,596,2.5
11,714,3.0
246,80,2.0
54,820,3.0
177,651,4.0
10,655,4.5
83,631,3.5
255,185,3.0
18,607,4.0
83,476,3.0
295,173,5.0
42,48,4.0
232,275,4.5
267,94,3.5
125,97,4.0
38,1030,2.0
144,62,3.5
148,172,4.5
144,1147,4.0
290,71,3.5
249,597,3.5
65,676,3.5
301,395,3.0
267,546,3.5
314,1095,3.0
210,631,4.0
22,456,2.0
188,159,3.5
197,288,3.5
44,88,3.5
164,597,3.5
11,230,3.0
6,297,4.0
186,925,3.5
184,1137,4.0
185,127,4.5
44,257,4.0
150,1,4.0
60,179,4.5
75,147,3.0
138,493,5.0
299,271,3.0
299,24,3.5
292,183,4.5
5,394,3.0
198,549,3.0
288,1039,4.5
64,333,3.5
99,682,3.5
135,233,3.0
144,747,3.5
110,245,2.5
5,384,2.5
112,322,3.0
301,184,3.5
275,183,3.5
296,275,4.5
221,172,4.0
95,176,4.0
185,528,4.5
84,322,3.0
264,401,3.5
144,64,4.5
56,29,3.0
23,528,4.0
125,785,3.5
200,72,4.0
249,23,5.0
49,102,2.0
158,483,4.5
177,89,4.0
248,282,3.5
239,47,4.5
301,1035,3.0
180,67,3.0
280,99,3.5
214,79,4.0
259,210,4.0
57,864,3.0
261,597,4.0
75,496,4.0
23,183,4.0
38,403,4.0
95,720,3.0
65,97,4.0
221,250,3.5
49,695,2.0
102,391,2.0
6,500,4.0
152,25,4.0
116,750,3.5
221,318,4.5
128,283,4.0
221,1218,3.5
294,539,2.5
81,411,3.0
280,227,3.0
224,22,4.0
64,77,3.5
15,20,2.5
43,328,3.5
21,928,2.5
83,254,2.5
14,22,4.5
318,610,4.0
208,514,4.5
73,12,4.5
28,234,4.0
